Time,Res_percent
121.419871,-0.541412904
121.48311,-0.706087317
121.542721,-0.839896862
121.605541,-0.932575588
121.666603,-0.984286716
121.72868,-0.994867025
121.794578,-1
121.858364,-1
121.924743,-1
121.991226,-1
122.050902,-1
122.112916,-1
122.172999,-1
122.236619,-1
122.300586,-1
122.363192,-1
122.429106,-1
122.492578,-1
122.55993,-1
122.624444,-1
122.687075,-1
122.747675,-1
122.809763,-1
122.874831,-1
122.939603,-1
123.002046,-1
123.064581,-1
123.128866,-1
123.191459,-1
123.254804,-1
123.31803,-1
123.384098,-1
123.456344,-1
123.516525,-1
123.573932,-1
123.635363,-1
123.699732,-1
123.763139,-1
123.828239,-1
123.89923,-1
123.966787,-1
124.02982,-1
124.094169,-1
124.161404,-0.999154529
124.222909,-0.958149174
124.283438,-0.87666252
124.345232,-0.754855549
124.405792,-0.593048579
124.469297,-0.392772668
124.530697,-0.232816523
124.591836,-0.113822979
124.652357,-0.035629403
124.708411,0.002404837
124.772167,0.000805445
124.832056,-0.000952193
124.894738,-0.002546659
124.958386,-0.003820266
125.024359,-0.005093329
125.086867,-0.006205966
125.147181,-0.007158725
125.20973,-0.007951606
125.273972,-0.006312072
125.336812,-0.001061059
125.404795,0.009185224
125.468676,0.024409344
125.52823,0.042223589
125.590262,0.057432619
125.673716,0.067513372
125.737298,0.06937012
125.798518,0.062869016
125.86056,0.052623386
125.925213,0.041566749
125.992975,0.03104705
126.060658,0.022943943
126.121622,0.017574164
126.18372,0.01271486
126.245451,0.00835752
126.312058,0.004818516
126.377899,0.002410881
126.447691,0.000968067
126.513016,0.00064665
126.577946,0.001125206
126.644812,0.001924077
126.7123,0.002242201
126.778747,0.002400441
126.845087,0.001920243
126.911116,0.001121371
126.975604,0.000322499
127.039664,-0.000156057
127.107243,-0.000953832
127.173953,-0.001432389
127.245844,-0.001751608
127.309601,-0.002388957
127.376125,-0.003344435
127.438487,-0.003980693
127.497509,-0.004775744
127.559907,-0.005570795
127.626571,-0.006205969
127.6933,-0.006681265
127.75771,-0.007156561
127.823455,-0.006349996
127.889466,-0.003925128
127.950207,0.00010197
128.009862,0.0063876
128.07194,0.014456467
128.134991,0.021402266
128.195575,0.025913633
128.261394,0.028656265
128.327677,0.027674717
128.391605,0.022967904
128.454111,0.016979772
128.515753,0.012295747
128.576118,0.007134302
128.636892,0.003120376
128.70021,0.001048478
128.765686,0.000894164
128.830698,-0.000878949
128.895972,-0.001690549
128.961664,-0.001708724
129.025761,-0.001568106
129.093561,-0.002541765
129.162431,-0.002702733
129.22738,-0.003341166
129.292096,-0.004455437
129.352974,-0.005887293
129.414691,-0.006999388
129.476575,-0.007951606
129.54138,-0.00890166
129.604664,-0.009851172
129.669024,-0.010641892
129.734538,-0.011116109
129.798144,-0.011273822
129.86182,-0.010640813
129.928701,-0.009849552
129.988236,-0.009216543
130.050967,-0.009214928
130.111742,-0.010157467
130.177844,-0.012363345
130.247702,-0.015352462
130.312683,-0.018810978
130.37951,-0.022109112
130.44383,-0.024151404
130.509183,-0.025091293
130.574159,-0.025092356
130.635523,-0.024621356
130.69824,-0.023837595
130.759728,-0.02399371
130.820053,-0.025089173
130.877829,-0.026495811
130.938708,-0.027591274
131.000946,-0.028686738
131.063354,-0.029312263
131.123687,-0.029312263
131.184918,-0.029156675
131.24638,-0.029467326
131.309197,-0.029933563
131.373592,-0.030555389
131.439742,-0.031332277
131.503887,-0.032264228
131.566694,-0.032730466
131.627869,-0.033041116
131.694048,-0.033351242
131.758948,-0.033351242
131.820003,-0.033196179
131.881236,-0.033351242
131.943108,-0.033506304
132.005562,-0.033351242
132.082802,-0.033506304
132.148034,-0.033661367
132.214262,-0.033815908
